Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-09-11 00:00:00-04:00,23853.75,24046.0,23838.0,24017.75,445071,0.0,0.0
2025-09-12 00:00:00-04:00,24028.25,24159.0,23969.0,24113.25,425565,0.0,0.0
2025-09-15 00:00:00-04:00,24115.25,24315.5,24076.0,24309.25,366064,0.0,0.0
2025-09-16 00:00:00-04:00,24290.0,24403.5,24258.25,24284.0,211077,0.0,0.0
2025-09-17 00:00:00-04:00,24290.0,24312.5,24003.75,24222.5,171533,0.0,0.0
2025-09-18 00:00:00-04:00,24250.25,24569.5,24248.5,24460.25,106669,0.0,0.0
2025-09-19 00:00:00-04:00,24468.25,24575.0,24412.5,24568.0703125,505600,0.0,0.0
2025-09-22 00:00:00-04:00,24850.0,25027.25,24748.75,25003.0,481197,0.0,0.0
2025-09-23 00:00:00-04:00,24995.0,25026.0,24780.5,24827.25,564182,0.0,0.0
2025-09-24 00:00:00-04:00,24839.5,24913.5,24627.0,24739.25,530441,0.0,0.0
2025-09-25 00:00:00-04:00,24746.0,24793.5,24422.5,24629.25,710112,0.0,0.0
2025-09-26 00:00:00-04:00,24642.5,24747.5,24520.0,24726.75,548790,0.0,0.0
2025-09-29 00:00:00-04:00,24726.5,24975.5,24721.75,24837.75,508361,0.0,0.0
2025-09-30 00:00:00-04:00,24817.75,24913.75,24722.25,24901.75,513254,0.0,0.0
2025-10-01 00:00:00-04:00,24843.0,25036.75,24633.25,25017.5,474674,0.0,0.0
2025-10-02 00:00:00-04:00,25009.25,25180.0,24993.75,25110.0,460294,0.0,0.0
2025-10-03 00:00:00-04:00,25101.5,25196.5,24923.25,24992.0,490721,0.0,0.0
2025-10-06 00:00:00-04:00,25000.0,25252.75,24995.0,25184.75,414908,0.0,0.0
2025-10-07 00:00:00-04:00,25184.5,25275.0,24984.75,25039.25,539431,0.0,0.0
2025-10-08 00:00:00-04:00,25059.75,25364.75,25026.25,25331.0,451309,0.0,0.0
2025-10-09 00:00:00-04:00,25351.5,25394.0,25160.75,25289.25,500933,0.0,0.0
2025-10-10 00:00:00-04:00,25287.75,25388.0,24158.5,24397.0,934374,0.0,0.0
2025-10-13 00:00:00-04:00,24542.0,24965.0,24542.0,24922.25,934374,0.0,0.0
2025-10-14 00:00:00-04:00,24913.75,25044.25,24421.0,24762.5,729059,0.0,0.0
2025-10-15 00:00:00-04:00,24754.0,25115.0,24663.25,24924.5,637036,0.0,0.0
2025-10-16 00:00:00-04:00,24937.0,25179.5,24643.5,24831.25,738759,0.0,0.0
2025-10-17 00:00:00-04:00,24793.75,25055.75,24410.0,24986.5,743681,0.0,0.0
2025-10-20 00:00:00-04:00,25065.75,25354.5,24955.75,25305.25,437206,0.0,0.0
2025-10-21 00:00:00-04:00,25326.75,25368.0,25203.25,25294.75,441490,0.0,0.0
2025-10-22 00:00:00-04:00,25283.75,25338.25,24804.75,25039.25,695128,0.0,0.0
2025-10-23 00:00:00-04:00,25012.25,25296.0,24937.0,25254.0,527352,0.0,0.0
2025-10-24 00:00:00-04:00,25283.25,25570.75,25276.0,25509.25,467727,0.0,0.0
2025-10-27 00:00:00-04:00,25723.5,26013.5,25700.0,25963.75,435230,0.0,0.0
2025-10-28 00:00:00-04:00,26002.5,26231.5,25943.0,26163.5,452121,0.0,0.0
2025-10-29 00:00:00-04:00,26179.75,26379.75,26049.25,26262.5,557797,0.0,0.0
2025-10-30 00:00:00-04:00,26154.5,26399.0,25853.0,25882.75,665782,0.0,0.0
2025-10-31 00:00:00-04:00,26150.5,26274.0,25888.75,26004.0,597984,0.0,0.0
2025-11-03 00:00:00-05:00,26028.25,26266.0,26012.75,26103.25,0,0.0,0.0
2025-11-04 00:00:00-05:00,26104.5,26104.5,25522.75,25575.25,669483,0.0,0.0
2025-11-05 00:00:00-05:00,25545.0,25880.0,25282.0,25746.25,618171,0.0,0.0
2025-11-06 00:00:00-05:00,25738.5,25822.25,25197.75,25244.25,754444,0.0,0.0
2025-11-07 00:00:00-05:00,25314.75,25354.75,24709.25,25166.25,765092,0.0,0.0
2025-11-10 00:00:00-05:00,25320.75,25760.5,25269.0,25714.5,626203,0.0,0.0
2025-11-11 00:00:00-05:00,25722.25,25768.75,25478.5,25640.75,537967,0.0,0.0
2025-11-12 00:00:00-05:00,25668.0,25830.0,25488.75,25623.75,606259,0.0,0.0
2025-11-13 00:00:00-05:00,25624.0,25721.5,25002.5,25094.75,775125,0.0,0.0
2025-11-14 00:00:00-05:00,25095.25,25293.25,24626.0,25094.0,862322,0.0,0.0
2025-11-17 00:00:00-05:00,25142.25,25361.25,24731.75,24879.0,738978,0.0,0.0
2025-11-18 00:00:00-05:00,24905.5,24959.5,24376.25,24595.75,871074,0.0,0.0
2025-11-19 00:00:00-05:00,24551.0,24988.0,24445.0,24721.75,770449,0.0,0.0
2025-11-20 00:00:00-05:00,24966.75,25310.0,24073.25,24131.5,995836,0.0,0.0
2025-11-21 00:00:00-05:00,24110.0,24596.25,23904.5,24305.5,918728,0.0,0.0
2025-11-24 00:00:00-05:00,24455.75,24993.5,24361.75,24948.25,604148,0.0,0.0
2025-11-25 00:00:00-05:00,24966.25,25135.25,24602.0,25085.5,629575,0.0,0.0
2025-11-26 00:00:00-05:00,25071.25,25376.0,25061.25,25302.25,522196,0.0,0.0
2025-11-28 00:00:00-05:00,25313.0,25499.75,25285.75,25482.0,199445,0.0,0.0
2025-12-01 00:00:00-05:00,25482.5,25546.0,25193.25,25391.25,574734,0.0,0.0
2025-12-02 00:00:00-05:00,25411.5,25670.0,25324.75,25606.0,561951,0.0,0.0
2025-12-03 00:00:00-05:00,25611.0,25685.25,25421.5,25657.5,494194,0.0,0.0
2025-12-04 00:00:00-05:00,25650.25,25732.5,25488.75,25622.75,509526,0.0,0.0
2025-12-05 00:00:00-05:00,25629.75,25868.0,25579.75,25732.0,498264,0.0,0.0
2025-12-08 00:00:00-05:00,25750.0,25860.75,25564.75,25664.0,473150,0.0,0.0
2025-12-09 00:00:00-05:00,25713.0,25735.75,25560.0,25699.75,407387,0.0,0.0
2025-12-10 00:00:00-05:00,25680.0,25870.75,25528.75,25798.0,556710,0.0,0.0
2025-12-11 00:00:00-05:00,25769.5,25861.5,25383.0,25713.5,637723,0.0,0.0
2025-12-12 00:00:00-05:00,25701.0,25733.25,25118.0,25213.5,760749,0.0,0.0
2025-12-15 00:00:00-05:00,25223.5,25410.0,25033.25,25093.25,448073,0.0,0.0
2025-12-16 00:00:00-05:00,25101.25,25202.5,24828.0,25139.0,247876,0.0,0.0
2025-12-17 00:00:00-05:00,25091.75,25266.0,24654.5,24668.75,139991,0.0,0.0
2025-12-18 00:00:00-05:00,24744.0,25178.0,24675.5,25028.25,111598,0.0,0.0
2025-12-19 00:00:00-05:00,25002.5,25160.0,24977.5,25132.7890625,502611,0.0,0.0
2025-12-22 00:00:00-05:00,25635.25,25794.75,25628.0,25692.25,367322,0.0,0.0
2025-12-23 00:00:00-05:00,25701.0,25822.5,25608.25,25812.25,336346,0.0,0.0
2025-12-24 00:00:00-05:00,25815.75,25892.0,25777.5,25880.5,163037,0.0,0.0
2025-12-26 00:00:00-05:00,25868.0,25935.25,25834.25,25863.25,240485,0.0,0.0
2025-12-29 00:00:00-05:00,25863.25,25893.75,25648.0,25739.75,347055,0.0,0.0
2025-12-30 00:00:00-05:00,25740.0,25793.75,25668.25,25675.25,300558,0.0,0.0
2025-12-31 00:00:00-05:00,25683.25,25716.75,25429.0,25456.75,329352,0.0,0.0
2026-01-02 00:00:00-05:00,25478.5,25803.75,25265.25,25385.25,554838,0.0,0.0
2026-01-05 00:00:00-05:00,25431.75,25708.0,25406.5,25577.75,461305,0.0,0.0
2026-01-06 00:00:00-05:00,25583.0,25837.75,25527.5,25822.0,445573,0.0,0.0
2026-01-07 00:00:00-05:00,25831.25,25996.25,25727.0,25838.75,477861,0.0,0.0
2026-01-08 00:00:00-05:00,25838.75,25849.75,25569.0,25687.5,510805,0.0,0.0
2026-01-09 00:00:00-05:00,25725.0,25985.5,25615.5,25938.25,509669,0.0,0.0
2026-01-12 00:00:00-05:00,25949.0,26020.5,25632.75,25956.75,452996,0.0,0.0
2026-01-13 00:00:00-05:00,25953.5,26045.5,25803.25,25906.0,560438,0.0,0.0
2026-01-14 00:00:00-05:00,25900.75,25925.75,25420.75,25631.0,647871,0.0,0.0
2026-01-15 00:00:00-05:00,25593.0,25952.75,25562.5,25705.75,591058,0.0,0.0
2026-01-16 00:00:00-05:00,25720.5,25891.0,25591.5,25689.0,490573,0.0,0.0
2026-01-20 00:00:00-05:00,25471.0,25472.0,25095.25,25129.25,864568,0.0,0.0
2026-01-21 00:00:00-05:00,25149.5,25653.5,25025.0,25471.0,810753,0.0,0.0
2026-01-22 00:00:00-05:00,25529.5,25739.75,25483.75,25658.25,533607,0.0,0.0
2026-01-23 00:00:00-05:00,25605.0,25845.75,25540.25,25738.25,504901,0.0,0.0
2026-01-26 00:00:00-05:00,25585.5,25936.5,25365.25,25848.5,450290,0.0,0.0
2026-01-27 00:00:00-05:00,25861.25,26118.0,25838.5,26073.0,429460,0.0,0.0
2026-01-28 00:00:00-05:00,26111.25,26349.0,25993.25,26156.25,511937,0.0,0.0
2026-01-29 00:00:00-05:00,26282.5,26296.0,25536.0,25999.25,699097,0.0,0.0
2026-01-30 00:00:00-05:00,25998.5,26020.0,25568.75,25670.0,712197,0.0,0.0
2026-02-02 00:00:00-05:00,25530.0,25949.5,25180.25,25850.0,578865,0.0,0.0
2026-02-03 00:00:00-05:00,25876.5,26027.75,25219.0,25452.0,696150,0.0,0.0
2026-02-04 00:00:00-05:00,25387.5,25514.25,24783.5,24999.25,742646,0.0,0.0
2026-02-05 00:00:00-05:00,25061.75,25169.0,24407.25,24651.0,774469,0.0,0.0
2026-02-06 00:00:00-05:00,24416.0,25222.0,24239.75,25163.25,653956,0.0,0.0
2026-02-09 00:00:00-05:00,25153.75,25428.75,24955.5,25354.0,492306,0.0,0.0
2026-02-10 00:00:00-05:00,25363.0,25447.25,25198.25,25218.25,477554,0.0,0.0
2026-02-11 00:00:00-05:00,25259.0,25465.25,25058.25,25288.5,531730,0.0,0.0
2026-02-12 00:00:00-05:00,25289.0,25419.75,24721.5,24768.0,668338,0.0,0.0
2026-02-13 00:00:00-05:00,24842.25,24995.5,24578.75,24803.25,688226,0.0,0.0
2026-02-17 00:00:00-05:00,24789.75,24922.25,24449.25,24767.75,752646,0.0,0.0
2026-02-18 00:00:00-05:00,24773.75,25128.25,24700.75,24956.0,540796,0.0,0.0
2026-02-19 00:00:00-05:00,24943.5,25054.0,24749.0,24858.75,515038,0.0,0.0
2026-02-20 00:00:00-05:00,24837.75,25139.5,24678.5,25067.5,615358,0.0,0.0
2026-02-23 00:00:00-05:00,25033.75,25059.75,24668.0,24762.75,594568,0.0,0.0
2026-02-24 00:00:00-05:00,24788.0,25078.75,24694.5,25028.75,520239,0.0,0.0
2026-02-25 00:00:00-05:00,25016.25,25494.75,24992.0,25382.0,417621,0.0,0.0
2026-02-26 00:00:00-05:00,25388.25,25418.25,24861.75,25081.0,605581,0.0,0.0
2026-02-27 00:00:00-05:00,25024.25,25098.75,24782.0,25004.75,561211,0.0,0.0
2026-03-02 00:00:00-05:00,24682.5,25101.0,24477.0,25025.25,627650,0.0,0.0
2026-03-03 00:00:00-05:00,25002.75,25011.0,24352.0,24755.75,719421,0.0,0.0
2026-03-04 00:00:00-05:00,24710.75,25217.75,24499.0,25128.25,603596,0.0,0.0
2026-03-05 00:00:00-05:00,25156.5,25250.0,24772.5,25049.5,683962,0.0,0.0
2026-03-06 00:00:00-05:00,25019.75,25141.5,24601.0,24670.25,645082,0.0,0.0
2026-03-09 00:00:00-04:00,24435.25,25058.0,24000.0,24991.0,708630,0.0,0.0
2026-03-10 00:00:00-04:00,24981.5,25217.5,24830.0,24982.5,564644,0.0,0.0
2026-03-11 00:00:00-04:00,25010.25,25180.0,24873.5,24983.5,476593,0.0,0.0
2026-03-12 00:00:00-04:00,24934.5,24949.25,24517.75,24560.0,565145,0.0,0.0
2026-03-13 00:00:00-04:00,24567.0,24805.25,24333.75,24394.25,609146,0.0,0.0
2026-03-16 00:00:00-04:00,24285.0,24816.25,24278.0,24675.75,413547,0.0,0.0
2026-03-17 00:00:00-04:00,24668.75,24896.0,24517.0,24795.5,204810,0.0,0.0
2026-03-18 00:00:00-04:00,24796.0,24989.0,24350.0,24434.5,126918,0.0,0.0
2026-03-19 00:00:00-04:00,24399.75,24505.25,24115.0,24364.0,69553,0.0,0.0
2026-03-20 00:00:00-04:00,24417.25,24444.0,24108.75,24291.779296875,611673,0.0,0.0
2026-03-23 00:00:00-04:00,23902.0,24763.0,23772.5,24408.25,683625,0.0,0.0
2026-03-24 00:00:00-04:00,24417.25,24550.0,24134.0,24213.75,544209,0.0,0.0
2026-03-25 00:00:00-04:00,24420.0,24539.75,24286.5,24367.75,525449,0.0,0.0
2026-03-26 00:00:00-04:00,24373.5,24421.25,23763.25,23794.25,557306,0.0,0.0
2026-03-27 00:00:00-04:00,23824.0,23976.0,23232.5,23328.5,559271,0.0,0.0
2026-03-30 00:00:00-04:00,23189.5,23574.0,23024.5,23139.75,559453,0.0,0.0
2026-03-31 00:00:00-04:00,23119.5,23975.25,22961.5,23915.0,755160,0.0,0.0
2026-04-01 00:00:00-04:00,23889.0,24348.25,23880.0,24194.75,579693,0.0,0.0
2026-04-02 00:00:00-04:00,24180.0,24266.75,23666.0,24218.0,576893,0.0,0.0
2026-04-06 00:00:00-04:00,24093.5,24452.25,23981.5,24358.5,444473,0.0,0.0
2026-04-07 00:00:00-04:00,24348.75,24451.5,23941.5,24371.0,575961,0.0,0.0
2026-04-08 00:00:00-04:00,24514.0,25257.0,24355.0,25074.25,644388,0.0,0.0
2026-04-09 00:00:00-04:00,25037.75,25269.75,24953.0,25251.5,514186,0.0,0.0
2026-04-10 00:00:00-04:00,25237.0,25393.0,25193.0,25281.25,430719,0.0,0.0
2026-04-13 00:00:00-04:00,24980.0,25599.25,24904.5,25543.5,507117,0.0,0.0
2026-04-14 00:00:00-04:00,25575.25,26003.25,25560.0,25996.75,477724,0.0,0.0
2026-04-15 00:00:00-04:00,25985.75,26377.5,25933.75,26365.5,521771,0.0,0.0
2026-04-16 00:00:00-04:00,26350.0,26564.0,26275.5,26487.25,590117,0.0,0.0
2026-04-17 00:00:00-04:00,26460.0,26884.75,26440.0,26825.5,599136,0.0,0.0
2026-04-20 00:00:00-04:00,26599.75,26827.75,26535.0,26748.75,502901,0.0,0.0
2026-04-21 00:00:00-04:00,26776.75,26901.75,26551.75,26634.75,610696,0.0,0.0
2026-04-22 00:00:00-04:00,26729.5,27136.0,26727.75,27083.0,512026,0.0,0.0
2026-04-23 00:00:00-04:00,27075.0,27155.75,26681.75,26934.0,644095,0.0,0.0
2026-04-24 00:00:00-04:00,26992.0,27462.5,26992.0,27435.0,545525,0.0,0.0
2026-04-27 00:00:00-04:00,27403.25,27542.5,27298.5,27440.5,444514,0.0,0.0
2026-04-28 00:00:00-04:00,27423.0,27512.0,27009.5,27168.75,603738,0.0,0.0
2026-04-29 00:00:00-04:00,27197.25,27414.0,27094.0,27325.25,516846,0.0,0.0
2026-04-30 00:00:00-04:00,27207.0,27622.75,27163.25,27596.0,701348,0.0,0.0
2026-05-01 00:00:00-04:00,27631.75,27917.0,27536.25,27835.75,509821,0.0,0.0
2026-05-04 00:00:00-04:00,27890.0,27965.75,27613.0,27776.0,576727,0.0,0.0
2026-05-05 00:00:00-04:00,27760.0,28247.0,27731.75,28136.0,458058,0.0,0.0
2026-05-06 00:00:00-04:00,28250.0,28800.0,28243.0,28716.75,637911,0.0,0.0
2026-05-07 00:00:00-04:00,28662.75,28944.75,28552.0,28682.25,637911,0.0,0.0
2026-05-08 00:00:00-04:00,28582.0,29316.75,28541.0,29309.5,383074,0.0,0.0
